,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated
1740,650000.0,5.0,2.75,2550,5040,1.5,0,0,5,2550,0,1902,0
1741,850000.0,3.0,1.75,1370,3850,1.0,0,0,5,770,600,1911,1988
1742,930000.0,4.0,2.5,2200,4000,2.0,0,0,5,1430,770,1908,0
1743,530000.0,3.0,1.75,1250,6041,1.5,0,0,5,1250,0,1942,0
1745,500000.0,3.0,1.75,1620,4200,1.0,0,0,5,830,790,1945,0
1753,1100000.0,4.0,3.75,2930,3200,1.5,0,0,5,2130,800,1925,0
1757,689800.0,3.0,2.75,2390,9313,1.0,0,0,5,1390,1000,1942,0
1758,430000.0,3.0,2.0,1360,5120,1.5,0,0,4,910,450,1924,0
1759,785200.0,3.0,2.25,1840,3500,1.5,0,0,5,1540,300,1910,0
1765,835000.0,4.0,2.75,1550,4000,1.5,0,0,3,1550,0,1930,1997
1767,440000.0,2.0,1.0,1230,6600,1.0,0,0,3,1130,100,1906,2014
1770,613000.0,3.0,2.5,1350,3068,2.0,0,0,3,1350,0,1991,0
1772,660000.0,3.0,2.5,2290,2798,3.0,0,0,4,2290,0,1953,1983
1773,280000.0,2.0,1.5,1480,15641,1.0,0,0,4,1480,0,1940,2001
1775,235000.0,2.0,1.0,720,4840,1.0,0,0,4,720,0,1947,1988
1776,390000.0,3.0,2.0,1080,7236,1.0,0,0,5,1080,0,1947,0
1781,710000.0,3.0,2.0,2140,4923,1.0,0,0,4,1070,1070,1928,0
1783,312000.0,3.0,2.25,1540,5338,1.0,0,0,5,770,770,1954,0
1787,545000.0,3.0,1.75,1810,3000,1.5,0,0,4,1810,0,1903,0
1793,409950.0,2.0,1.75,1370,5125,1.0,0,0,5,1370,0,1944,0
1804,960000.0,4.0,3.0,4590,9150,2.0,0,0,3,3490,1100,1981,2013
1805,847000.0,5.0,1.0,2550,4623,2.5,0,0,4,2550,0,1905,0
1809,605000.0,3.0,2.0,2060,4040,1.0,0,0,4,1120,940,1947,1988
1810,425000.0,2.0,2.5,1140,1182,3.0,0,0,3,1140,0,2007,0
1814,210000.0,3.0,1.0,1110,7962,1.0,0,0,3,1110,0,1962,2003
1818,718000.0,3.0,1.0,1030,4958,1.0,0,0,5,1030,0,1952,1998
1831,320000.0,3.0,3.25,1530,1602,2.0,0,0,3,1140,390,2013,1923
1832,390000.0,3.0,2.25,1250,7500,1.0,0,0,5,1250,0,1942,0
1834,375000.0,4.0,1.75,2200,7475,1.0,0,0,5,1100,1100,1955,0
1835,240500.0,3.0,1.75,1460,10584,1.0,0,0,3,990,470,1997,0
1840,327500.0,3.0,1.0,1070,7140,1.0,0,0,3,1070,0,1989,0
1846,280000.0,2.0,1.0,960,4920,1.0,0,0,3,960,0,1942,1999
1849,865000.0,3.0,1.75,2090,4725,2.0,0,0,3,1610,480,1947,2013
1853,135000.0,1.0,1.0,790,13062,1.0,0,0,3,790,0,1942,1999
1854,437000.0,2.0,1.75,1500,6800,1.0,0,0,4,910,590,1942,1982
1858,2400000.0,5.0,3.25,3410,9088,2.0,0,3,3,2760,650,1912,1994
1861,175000.0,2.0,1.0,670,2378,1.0,0,0,3,670,0,1919,2001
1867,465000.0,3.0,1.0,910,4500,1.0,0,0,3,910,0,1948,1994
1868,540000.0,3.0,1.0,1050,4160,1.0,0,0,4,1050,0,1925,1968
1869,525000.0,3.0,2.0,1540,7800,1.0,0,0,3,1540,0,2004,2003
1872,760500.0,3.0,2.0,1990,3990,1.0,0,0,5,1130,860,1912,0
1885,519000.0,2.0,1.0,830,2820,1.0,0,0,4,830,0,1920,0
1887,317000.0,3.0,1.0,1010,5400,1.0,0,0,3,1010,0,1959,1989
1888,371000.0,3.0,1.5,1420,4500,1.0,0,0,3,1420,0,1959,1989
1891,499950.0,3.0,2.5,1520,2208,2.0,0,0,3,1040,480,2007,0
1892,375000.0,2.0,1.0,820,6250,1.0,0,0,4,820,0,1922,0
1893,640000.0,3.0,2.5,1690,1553,2.5,0,0,3,1690,0,2007,0
1897,989000.0,5.0,3.5,3280,4000,2.0,0,0,3,2440,840,2003,0
1902,365000.0,2.0,1.0,1250,8100,1.0,0,0,4,1250,0,1947,1988
1904,411715.0,3.0,1.75,1840,5101,1.0,0,0,5,1040,800,1952,1998
1907,489000.0,3.0,1.5,1020,9072,1.0,0,0,3,920,100,1930,1997
1912,355000.0,2.0,1.75,1650,4000,1.0,0,0,4,950,700,1947,1988
1913,742000.0,3.0,3.25,1540,704,3.0,0,0,3,1540,0,2011,0
1914,399950.0,3.0,1.5,2080,5244,1.0,0,0,3,1190,890,1959,1989
1924,767450.0,3.0,2.0,1630,7599,1.0,0,0,3,1630,0,2006,0
1926,586500.0,3.0,2.5,1780,1487,3.0,0,0,3,1600,180,2006,0
1928,455000.0,3.0,1.75,1420,1189,3.0,0,0,3,1420,0,2006,0
1933,620000.0,4.0,2.25,2400,5350,1.5,0,0,4,1460,940,1929,0
1934,269000.0,3.0,1.0,1690,4250,1.0,0,0,3,1020,670,1967,2011
1935,875000.0,3.0,3.5,3250,6000,2.0,0,0,3,2500,750,2001,0
1938,647500.0,3.0,1.75,1290,3870,1.0,0,0,5,1290,0,1916,0
1939,450000.0,4.0,1.0,2000,4676,1.5,0,0,3,1250,750,1916,1986
1940,440000.0,3.0,1.0,1050,7500,1.0,0,0,3,1050,0,1900,2005
1941,445000.0,4.0,2.5,2340,3784,2.0,0,0,3,2340,0,2008,0
1943,875000.0,5.0,2.5,2920,5568,2.0,0,0,3,2320,600,1906,2014
1948,495000.0,5.0,3.0,2440,4750,1.0,0,0,3,1450,990,2006,0
1951,1300000.0,6.0,4.5,3902,3880,3.0,0,4,4,2782,1120,1977,0
1956,546000.0,2.0,1.0,970,3400,1.0,0,0,3,970,0,1924,2011
1967,700000.0,3.0,1.75,1910,4800,1.0,0,0,3,1080,830,1959,1989
1970,640000.0,3.0,1.75,2340,4206,1.0,0,0,5,1170,1170,1917,0
1971,390000.0,3.0,2.0,1463,868,3.0,0,0,3,1463,0,2003,0
1972,466500.0,3.0,1.0,1430,3840,1.0,0,0,3,950,480,1945,2010
1979,356000.0,2.0,1.0,920,4095,1.0,0,0,4,920,0,1914,1945
1981,229000.0,2.0,1.0,1190,7408,1.0,0,0,3,830,360,1941,1994
1984,619000.0,4.0,1.75,1660,3800,1.5,0,0,3,1660,0,1926,2003
1985,547000.0,3.0,2.5,1480,8381,1.0,0,0,4,1480,0,1968,0
1987,499000.0,3.0,3.5,1690,1432,2.0,0,0,3,1360,330,2008,0
1992,453500.0,4.0,1.75,2000,6032,1.0,0,2,3,1300,700,1959,1989
1994,456000.0,4.0,1.75,1670,9886,1.0,0,0,5,1670,0,1947,0
1997,335000.0,3.0,2.0,1170,5360,1.0,0,0,3,1170,0,1919,2001
2001,605004.0,4.0,2.0,1370,4000,2.0,0,0,3,1370,0,1951,1994
2002,886000.0,4.0,2.0,2660,3900,1.5,0,0,4,1480,1180,1923,0
2009,465000.0,3.0,2.25,1530,1245,2.0,0,0,3,1050,480,2014,0
2010,584000.0,3.0,2.5,1480,1485,2.0,0,0,3,1280,200,2007,0
2011,275000.0,3.0,3.0,1390,1080,2.0,0,0,3,1140,250,2006,0
2012,324500.0,3.0,2.5,1660,3990,2.0,0,0,3,1660,0,2009,0
2013,700000.0,3.0,2.5,2050,4185,2.0,0,0,3,2050,0,2011,0
2014,385200.0,4.0,1.0,1550,7740,1.5,0,0,3,1550,0,1954,2005
2016,735000.0,4.0,2.5,2820,6180,2.0,0,0,3,2050,770,2013,1923
2017,389250.0,2.0,1.5,1490,4080,1.0,0,0,3,930,560,1956,2001
2019,545000.0,4.0,2.5,2040,6034,2.0,0,0,3,2040,0,1990,2009
2020,550000.0,3.0,1.5,1900,5000,1.5,0,0,3,1640,260,1926,2003
2029,500000.0,4.0,1.0,1720,4011,1.5,0,0,4,1720,0,1904,0
2036,920000.0,4.0,2.75,2880,5750,1.5,0,0,5,1710,1170,1928,1970
2038,435000.0,2.0,1.0,1260,4080,1.5,0,0,5,1260,0,1926,0
2040,1370000.0,2.0,2.25,2460,16940,1.5,0,4,4,1930,530,1936,0
2043,253500.0,2.0,1.0,810,4800,1.0,0,0,3,810,0,1948,1994
2050,595000.0,4.0,2.5,1990,2175,2.0,0,0,3,1680,310,2005,0
2052,660000.0,3.0,1.75,1980,3300,1.5,0,0,4,1140,840,1926,1993
2054,285000.0,2.0,1.0,780,5000,1.0,0,0,4,780,0,1943,0
2055,435000.0,3.0,2.0,980,5000,1.0,0,0,3,980,0,1940,1996
2061,1280000.0,4.0,3.5,3010,3600,2.0,0,0,3,2370,640,1999,0
2065,739000.0,4.0,3.0,2720,3800,2.0,0,0,5,1800,920,1919,1934
2066,452000.0,2.0,1.75,1740,5400,1.0,0,0,4,990,750,1946,1989
2068,279000.0,5.0,2.5,2690,5557,2.0,0,0,3,2690,0,2012,1912
2071,405000.0,2.0,2.0,1405,1073,2.0,0,0,3,1140,265,2007,0
2074,490000.0,3.0,3.0,1730,2940,3.0,0,0,3,1730,0,1985,0
2081,445000.0,2.0,1.0,1440,3225,1.0,0,0,3,960,480,1915,0
2084,455000.0,3.0,1.0,1300,3550,1.5,0,0,3,1300,0,1927,2011
2087,410000.0,3.0,1.0,1410,5060,1.0,0,0,4,910,500,1956,0
2088,450000.0,3.0,1.75,1640,13500,1.0,0,0,3,1110,530,1940,1996
2103,552000.0,2.0,2.5,1380,951,3.0,0,0,3,1380,0,2006,0
2107,378500.0,2.0,1.0,730,7528,1.0,0,0,3,730,0,1946,0
2112,304700.0,2.0,1.0,740,5995,1.0,0,0,4,740,0,1949,1985
2113,568000.0,3.0,1.75,2050,3520,1.0,0,0,4,1070,980,1977,0
2115,345000.0,3.0,2.5,1210,1420,3.0,0,0,3,1210,0,2008,0
2116,435000.0,3.0,2.25,1890,7200,1.0,0,0,4,1230,660,1973,0
2122,400000.0,2.0,1.0,1140,5100,1.0,0,0,3,1140,0,1942,1999
2123,440000.0,3.0,1.75,2240,8153,1.0,0,0,3,1120,1120,1948,1994
2124,417000.0,2.0,1.0,920,6600,1.0,0,0,3,920,0,1919,2003
2125,435000.0,2.0,1.0,800,5000,1.0,0,0,3,800,0,1906,2014
2134,831000.0,4.0,2.5,2030,3905,1.5,0,0,4,1630,400,1926,1993
2136,425000.0,2.0,1.0,910,4635,1.0,0,0,4,910,0,1905,0
2137,550000.0,4.0,2.5,2700,5100,1.0,0,0,4,1440,1260,1968,0
2140,750000.0,4.0,3.25,2050,5000,2.0,0,0,4,1370,680,1987,0
2147,550000.0,3.0,1.75,1380,3402,1.5,0,0,3,1380,0,1900,2000
2149,352750.0,2.0,1.75,1060,1241,2.0,0,0,3,960,100,2008,0
2150,403950.0,2.0,1.0,710,1136,2.0,0,0,4,710,0,1943,0
2151,980000.0,4.0,2.5,2730,4800,1.5,0,0,5,2230,500,1909,1988
2156,212500.0,2.0,2.0,1030,21712,1.0,0,0,4,1030,0,1938,0
2158,428000.0,3.0,2.0,1310,2550,1.0,0,0,3,780,530,1986,0
2161,559000.0,3.0,1.5,2070,5386,1.0,0,0,4,1140,930,1948,0
2163,620000.0,3.0,2.5,2590,7237,2.0,0,0,3,2590,0,2004,2003
2164,240000.0,4.0,1.0,1910,16320,1.5,0,0,3,1910,0,1934,1978
2172,489000.0,3.0,3.5,1500,1249,2.0,0,0,3,1240,260,2004,2003
2175,398000.0,3.0,2.5,1720,1715,2.0,0,0,3,1240,480,2004,2003
2177,345000.0,2.0,1.5,1340,1210,2.0,0,0,3,1120,220,2008,0
2178,365000.0,3.0,2.5,1800,2700,2.0,0,0,3,1800,0,2011,0
2179,315000.0,3.0,2.5,1480,1590,2.0,0,0,3,1150,330,2010,0
2180,571000.0,4.0,2.0,2750,7807,1.5,0,0,5,2250,500,1916,0
2187,420000.0,2.0,1.0,860,3880,1.0,0,0,4,860,0,1916,0
2189,700000.0,3.0,2.0,2080,3880,1.0,0,0,5,1160,920,1954,0
2192,800000.0,3.0,2.25,1620,4500,2.0,0,0,4,1620,0,1926,1993
2195,440000.0,3.0,1.5,1290,1286,3.0,0,0,3,1290,0,2000,0
2198,558000.0,4.0,2.0,2180,3870,1.0,0,0,3,1020,1160,1900,2005
2204,417500.0,4.0,1.0,1390,10800,1.5,0,0,4,1390,0,1941,1998
2206,1240000.0,5.0,3.0,2830,7500,2.0,0,0,3,2460,370,1923,1998
2211,480000.0,4.0,1.75,2320,4322,1.0,0,0,3,1140,1180,1910,2006
2213,659500.0,3.0,1.75,1820,5500,1.0,0,0,4,1620,200,1957,2001
2215,315000.0,2.0,1.0,1740,3622,1.0,0,0,4,950,790,1924,0
2217,268000.0,2.0,1.0,1380,5000,1.0,0,0,3,870,510,1943,2002
2219,499000.0,2.0,1.0,1220,3000,1.0,0,0,3,920,300,1926,2003
2222,1070000.0,3.0,3.0,2940,4622,2.0,0,0,4,2230,710,1988,0
2223,429000.0,3.0,3.25,1410,1246,3.0,0,0,3,1410,0,2005,0
2224,403000.0,2.0,1.0,1100,3598,1.0,0,0,4,1100,0,1926,1993
2227,516200.0,3.0,2.0,2110,5150,1.0,0,0,5,1080,1030,1919,1934
2233,870000.0,4.0,2.5,3340,12248,2.0,0,1,3,2470,870,1998,2006
2237,429950.0,3.0,1.5,2010,9480,1.0,0,0,3,1570,440,1951,1994
2241,310000.0,3.0,2.5,1780,6771,1.0,0,0,3,1230,550,1990,2009
2242,555000.0,3.0,2.0,2180,4976,1.5,0,2,4,1680,500,1930,0
2246,433000.0,3.0,1.75,1870,7189,1.0,0,0,3,1270,600,1959,1989
2253,566000.0,4.0,1.75,2440,5000,1.0,0,0,3,1340,1100,1954,2005
2254,700000.0,5.0,2.75,3100,9825,2.0,0,2,4,3100,0,1950,1982
2257,749000.0,3.0,1.0,1580,5000,1.5,0,0,3,1580,0,1926,2003
2258,680000.0,3.0,1.75,1760,8400,1.0,0,0,4,1460,300,1960,2001
2263,1059500.0,5.0,3.25,3230,3825,2.0,0,0,3,2480,750,2014,0
2267,499950.0,2.0,2.25,1060,1208,2.0,0,0,3,940,120,2005,0
2271,399950.0,2.0,1.0,710,1157,2.0,0,0,4,710,0,1943,0
2272,850830.0,3.0,2.5,2070,13241,1.5,0,0,5,1270,800,1910,0
2275,588000.0,4.0,2.0,1680,5000,1.0,0,0,3,980,700,1950,2005
2280,665000.0,6.0,3.0,4250,4400,2.5,0,0,4,3020,1230,1902,0
2282,527000.0,2.0,1.75,1640,4080,1.0,0,0,3,840,800,1921,2000
2283,487028.0,2.0,1.5,1295,1093,2.0,0,0,3,1105,190,2007,0
2285,799000.0,3.0,1.5,2210,6300,1.5,0,0,5,2210,0,1916,0
2288,262500.0,3.0,1.5,1160,8906,1.0,0,0,3,1160,0,1962,2003
2290,220000.0,3.0,1.0,1050,6300,1.0,0,0,3,1050,0,1942,1999
2291,650000.0,2.0,1.0,1030,5750,1.0,0,0,5,1030,0,1928,1970
2292,435000.0,3.0,2.5,1420,2581,3.0,0,0,3,1420,0,2004,2003
2293,800000.0,4.0,3.75,2690,4000,2.0,0,3,4,2120,570,1909,1989
2296,295000.0,5.0,3.5,2100,5107,2.0,0,0,3,1410,690,1999,0
2307,1085000.0,5.0,2.5,2340,6000,2.0,0,0,4,2340,0,1922,0
2308,371000.0,3.0,1.0,890,7200,1.0,0,0,3,890,0,1951,1994
2309,514000.0,3.0,1.75,1720,5899,1.0,0,1,3,1220,500,1986,0
2310,386000.0,3.0,1.5,1270,1318,2.0,0,0,3,1080,190,2004,2003
2313,740000.0,4.0,2.75,2490,17833,2.0,0,2,3,1490,1000,1979,2014
2314,465000.0,4.0,1.75,1470,5350,1.0,0,0,3,980,490,1955,2005
2315,700000.0,3.0,2.75,2500,7378,1.0,0,0,5,1390,1110,1948,1985
2317,350000.0,3.0,3.25,1460,1592,2.0,0,0,3,1130,330,2006,0
2318,148000.0,1.0,1.0,620,8261,1.0,0,0,3,620,0,1939,1969
2319,530000.0,3.0,1.75,1550,3680,1.0,0,0,3,1050,500,1927,2011
2320,349000.0,3.0,2.5,1430,1002,3.0,0,0,3,1430,0,2002,0
2323,735000.0,4.0,1.75,2460,5100,1.5,0,0,5,1450,1010,1909,1988
2327,476000.0,3.0,1.0,1140,5500,1.5,0,0,4,1140,0,1908,0
2328,2888000.0,5.0,6.25,8670,64033,2.0,0,4,3,6120,2550,1965,2003
2329,110000.0,2.0,1.0,800,15000,1.0,0,0,3,800,0,1927,2011
2331,317000.0,3.0,1.0,1160,8813,1.0,0,0,3,1160,0,1952,2008
2334,460000.0,3.0,2.0,2060,4437,1.0,0,0,3,1030,1030,1929,0
2335,405000.0,3.0,2.0,1640,7201,1.0,0,0,3,1640,0,1948,1994
2336,333000.0,2.0,1.0,720,6686,1.0,0,0,3,720,0,1942,1999
2337,427000.0,4.0,1.0,1860,4736,1.5,0,0,1,1860,0,1901,0
2341,619400.0,4.0,2.0,2090,3610,1.5,0,0,5,1790,300,1927,0
2344,881000.0,5.0,3.0,2510,4125,1.5,0,3,5,1590,920,1925,0
2345,813000.0,4.0,2.75,3370,6675,1.0,0,3,4,1920,1450,1948,0
2349,547500.0,3.0,3.5,1650,2262,3.0,0,0,3,1650,0,2010,0
2350,399950.0,2.0,1.0,710,1131,2.0,0,0,4,710,0,1943,0
2352,250000.0,2.0,1.5,982,846,2.0,0,0,3,806,176,2006,0
2355,545000.0,2.0,1.25,1240,2150,2.0,0,0,3,1240,0,2014,0
2364,2250000.0,5.0,4.25,4860,9453,1.5,0,1,5,3100,1760,1905,0
2365,1095000.0,0.0,0.0,3064,4764,3.5,0,2,3,3064,0,1990,2009
2366,315000.0,2.0,1.0,970,5665,1.0,0,0,4,970,0,1908,0
2369,678500.0,3.0,2.0,2460,6600,1.0,0,2,4,1370,1090,1952,0
2373,580000.0,5.0,2.0,2060,6000,2.0,0,0,3,2060,0,1903,2005
2378,445000.0,3.0,1.0,1050,5664,1.0,0,0,4,910,140,1947,1988
2379,585000.0,3.0,2.5,1910,1501,2.5,0,0,3,1530,380,2007,0
2383,480000.0,3.0,2.5,1250,1103,3.0,0,2,3,1250,0,2005,0
2384,575000.0,2.0,1.0,1510,4032,1.5,0,0,3,1310,200,1935,1974
2385,350000.0,4.0,2.25,2300,4600,1.5,0,0,4,1340,960,1904,0
2387,599000.0,5.0,2.75,2820,4608,1.0,0,0,3,1450,1370,1967,2011
2389,1184000.0,4.0,2.5,3200,7500,1.5,0,1,5,1860,1340,1948,1985
2390,545000.0,3.0,1.0,1510,5000,1.5,0,0,3,1510,0,1909,2004
2392,440000.0,3.0,1.0,1210,5750,1.5,0,0,4,1210,0,1910,0
2395,445000.0,5.0,1.75,2460,6846,1.5,0,0,5,1340,1120,1911,1984
2396,397990.0,3.0,1.0,1180,11862,1.0,0,0,4,1180,0,1948,0
2397,706000.0,3.0,2.75,1900,6400,1.0,0,0,5,1410,490,1942,0
2398,363000.0,3.0,3.25,1651,1779,2.0,0,0,3,1341,310,2008,0
2400,620000.0,2.0,1.0,1430,3000,1.5,0,0,3,1300,130,1929,0
2404,448000.0,2.0,1.5,1630,3780,1.0,0,0,4,890,740,1940,2001
2409,670000.0,3.0,2.5,2050,6420,1.0,0,3,3,1730,320,1956,2001
2410,310000.0,5.0,3.0,1880,5000,1.0,0,0,3,1100,780,1997,0
2412,1688000.0,4.0,2.5,3000,7500,2.0,0,0,3,3000,0,1937,1994
2413,495000.0,4.0,2.5,2140,7245,2.0,0,0,3,2140,0,2003,0
2415,440000.0,3.0,1.0,1710,6556,1.5,0,0,4,1200,510,1926,1993
2416,280000.0,1.0,0.75,420,6720,1.0,0,0,3,420,0,1922,2008
2422,656500.0,4.0,2.0,2710,4750,1.0,0,0,4,1460,1250,1919,1985
2423,660000.0,3.0,3.0,2340,2970,2.0,0,0,5,2160,180,1925,0
2427,560000.0,4.0,1.75,1880,3880,1.5,0,0,4,1090,790,1944,0
2428,594000.0,4.0,1.75,1870,5200,2.0,0,0,4,1200,670,1937,0
2429,600000.0,3.0,2.25,1480,5400,2.0,0,0,4,1480,0,1914,1945
2431,430000.0,4.0,1.75,1890,6000,1.0,0,0,4,1110,780,1947,1988
2433,312500.0,2.0,1.5,1070,1200,2.0,0,0,3,1070,0,1999,0
2435,300000.0,3.0,3.25,1470,1235,2.0,0,0,3,1180,290,2008,0
2438,822500.0,5.0,3.5,2320,4960,2.0,0,0,5,1720,600,1926,0
2443,1125000.0,6.0,3.75,3010,4360,2.0,0,0,3,2000,1010,2014,0
2444,285000.0,3.0,1.75,1840,8601,1.0,0,0,3,920,920,1905,2014
2449,370000.0,2.0,1.0,900,4600,1.0,0,0,3,900,0,1951,1994
2452,1030000.0,4.0,2.5,2750,4800,2.0,0,0,3,1960,790,1905,2005
2453,775000.0,4.0,2.0,3140,10875,1.0,0,1,3,1940,1200,1939,1969
2454,1335000.0,5.0,2.25,4200,5800,2.5,0,0,4,2910,1290,1906,1990
2456,499950.0,3.0,1.0,1830,3000,1.5,0,0,3,1430,400,1926,2003
2462,153000.0,3.0,1.0,1270,6405,1.5,0,0,3,1270,0,1944,0
2465,585000.0,3.0,1.0,1870,2807,1.5,0,0,4,1580,290,1927,0
2470,369500.0,3.0,1.5,1650,9957,1.0,0,0,4,1100,550,1961,2001
2474,305000.0,3.0,1.5,1210,5240,1.0,0,0,4,610,600,1983,0
2477,215000.0,2.0,1.0,710,7200,1.0,0,0,3,710,0,1943,2002
2482,910000.0,5.0,2.5,2350,4000,2.0,0,0,3,2350,0,1993,0
2485,513000.0,4.0,2.75,2020,7070,1.0,0,0,5,1010,1010,1958,0
2489,1120000.0,5.0,1.5,2540,6660,2.0,0,3,4,2340,200,1954,1979
2493,385000.0,3.0,2.25,1920,4833,1.0,0,0,4,1060,860,1921,0
2496,330000.0,3.0,2.5,1070,1155,2.0,0,0,3,720,350,2005,0
2498,799000.0,3.0,2.5,2860,4442,2.0,0,0,3,2860,0,2000,0
2499,589000.0,3.0,2.0,2250,8800,1.0,0,0,4,1250,1000,1925,1968
2500,1695000.0,2.0,2.25,3170,3000,2.0,0,2,5,1990,1180,1900,0
2501,538000.0,3.0,1.0,1460,7200,1.0,0,0,3,1260,200,1906,2014
2502,530100.0,3.0,1.0,1540,3399,1.5,0,0,3,1200,340,1926,2003
2503,718500.0,3.0,2.0,2910,6600,2.0,0,0,4,1920,990,1900,1988
2505,556000.0,3.0,1.75,1640,7437,1.0,0,0,3,1090,550,1948,1994
2510,575000.0,3.0,3.0,1384,1287,2.0,0,0,3,1144,240,2006,0
2515,530000.0,3.0,2.5,1930,7214,2.0,0,0,3,1930,0,2005,0
2518,496752.0,2.0,1.0,1980,5000,1.0,0,0,4,1090,890,1923,0
2519,330000.0,3.0,1.75,1430,8865,1.0,0,0,3,1430,0,1950,2005
2524,520500.0,3.0,2.0,1900,8100,1.0,0,0,4,950,950,1940,2001
2529,460000.0,3.0,1.75,1550,4708,1.0,0,0,4,860,690,1949,1985
2533,1735000.0,4.0,2.25,3040,5000,2.0,0,3,4,2080,960,1926,1993
2535,763101.0,3.0,1.75,1990,5560,1.0,0,0,4,1100,890,1939,1989
2536,460000.0,2.0,1.5,1090,4000,1.0,0,0,3,970,120,1951,1994
2537,825000.0,4.0,1.5,1890,6938,1.5,0,0,3,1890,0,1919,2001
2540,418000.0,4.0,3.0,2360,6250,1.0,0,2,3,1460,900,1960,2012
2543,690000.0,2.0,1.75,1600,4000,1.0,0,0,5,850,750,1918,0
2546,300000.0,5.0,3.0,1940,6355,1.0,0,0,3,1200,740,2007,0
2548,385000.0,4.0,1.75,1690,4080,1.0,0,0,4,870,820,1984,0
2549,415000.0,4.0,2.0,1800,2970,1.0,0,0,4,1000,800,1923,0
2553,235000.0,2.0,1.5,880,1805,2.0,0,0,3,880,0,1999,0
2554,667000.0,3.0,1.5,1720,8100,2.0,0,0,3,1720,0,1907,1983
2556,375000.0,4.0,2.0,1240,3000,1.0,0,0,3,1040,200,1908,1988
2560,332000.0,1.0,1.0,960,2640,1.0,0,0,3,760,200,1908,1988
2565,1095000.0,4.0,4.0,3530,8400,2.0,0,0,5,2630,900,1958,0
2566,277000.0,3.0,1.0,1100,8536,1.0,0,0,4,1100,0,1957,2001
2576,660000.0,6.0,1.75,1840,2774,1.0,0,0,3,1060,780,1900,2005
2578,524000.0,2.0,1.0,1120,2000,1.5,0,0,3,1120,0,1910,2006
2579,470000.0,3.0,1.5,1760,6723,1.0,0,0,3,1160,600,1958,2004
2583,460000.0,2.0,1.0,890,2100,1.0,0,0,4,760,130,1919,1985
2584,1712500.0,3.0,3.25,2940,5432,3.0,0,3,4,2440,500,1978,2000
2587,552000.0,3.0,1.0,1120,2300,1.0,0,0,4,820,300,1912,1989
2591,373000.0,3.0,1.0,1770,5720,1.5,0,0,4,1140,630,1926,1993
2593,245000.0,2.0,1.0,1200,4880,1.0,0,0,3,980,220,1943,2002
2596,450000.0,6.0,2.25,3550,11780,1.0,0,0,4,2960,590,1948,0
2598,650000.0,4.0,2.75,2610,4160,3.0,0,0,5,1910,700,1910,0
2599,378000.0,5.0,2.5,2760,8015,1.0,0,0,4,1600,1160,1960,2001
2602,340000.0,3.0,2.5,1212,1174,3.0,0,0,3,1212,0,2004,2003
2606,335000.0,3.0,1.5,2040,6000,1.0,0,0,3,1340,700,1957,2000
2611,523950.0,3.0,2.25,1420,1282,3.0,0,0,3,1420,0,2006,0
2615,320000.0,3.0,2.25,1200,1400,3.0,0,0,3,1200,0,2005,0
2617,468500.0,3.0,2.5,1350,1186,2.0,0,0,3,1120,230,2007,0
2619,685000.0,4.0,3.5,2840,4637,3.0,0,0,3,2840,0,2008,0
2621,435000.0,3.0,2.0,1980,2674,3.0,0,0,3,1980,0,2007,0
2625,210000.0,1.0,1.0,930,7129,1.0,0,0,3,930,0,1948,1994
2627,560000.0,5.0,1.0,1710,9100,1.5,0,0,4,1320,390,1926,1993
2632,473000.0,2.0,1.0,900,5100,1.0,0,0,4,900,0,1909,1989
2634,870000.0,4.0,4.25,3010,4887,2.0,0,3,4,1940,1070,1951,1996
2635,475000.0,3.0,2.25,2280,5750,1.0,0,1,4,1150,1130,1985,0
2638,458000.0,4.0,1.5,1550,3000,1.5,0,0,3,1350,200,1918,0
2649,547000.0,4.0,1.0,1720,2800,1.5,0,0,4,1200,520,1926,1993
2650,379900.0,5.0,3.5,2800,7350,2.0,0,0,3,2800,0,1995,0
