,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated
2653,342000.0,2.0,1.0,740,6180,1.0,0,0,3,740,0,1948,1994
2657,640000.0,3.0,2.0,1380,4800,1.0,0,0,3,1380,0,1948,1994
2659,1010000.0,3.0,3.25,2420,1923,2.0,0,2,3,1840,580,2006,0
2662,1008000.0,4.0,3.5,2650,3060,2.0,0,0,3,2060,590,2001,0
2667,320000.0,3.0,1.0,860,5060,1.5,0,0,3,860,0,1927,2011
2671,479000.0,2.0,2.25,1230,932,2.0,0,0,3,1020,210,2004,2003
2673,472000.0,3.0,2.5,1180,1262,3.0,0,0,3,1180,0,2010,0
2679,560000.0,3.0,2.0,2340,3477,1.0,0,1,5,1170,1170,1971,0
2683,549000.0,2.0,2.5,1380,953,3.0,0,0,3,1380,0,2006,0
2688,729000.0,3.0,1.0,1580,3840,2.0,0,0,3,1580,0,1908,1988
2689,465000.0,2.0,2.75,1430,1425,2.0,0,0,3,995,435,2006,0
2692,675000.0,6.0,1.75,2740,6360,1.0,0,3,3,1370,1370,1953,0
2693,667500.0,3.0,2.0,1880,3800,1.0,0,0,5,1030,850,1927,0
2696,310000.0,4.0,2.0,1870,6000,1.5,0,0,3,1870,0,1956,2001
2697,435000.0,2.0,1.0,1230,3800,1.0,0,0,3,1230,0,1928,1954
2700,253000.0,3.0,1.5,880,6600,1.0,0,0,5,880,0,1945,0
2702,554000.0,4.0,1.0,1120,7104,1.5,0,0,3,1120,0,1946,0
2703,350000.0,3.0,2.0,1380,3600,3.0,0,0,3,1380,0,2013,1923
2705,1185001.0,3.0,2.75,2500,5568,2.0,0,0,5,2500,0,1905,0
2712,2475000.0,3.0,3.25,4340,4947,2.0,0,3,3,3060,1280,1993,0
2715,430000.0,3.0,1.0,980,7200,1.0,0,0,4,980,0,1950,1983
2717,824000.0,7.0,4.25,3670,4000,2.0,0,1,3,2800,870,1964,2000
2718,936000.0,3.0,1.75,2960,12420,1.0,0,2,4,1480,1480,1952,0
2721,350000.0,2.0,2.5,1260,1347,3.0,0,0,3,1260,0,2005,0
2723,435000.0,3.0,2.25,1230,1238,2.0,0,0,3,1080,150,2009,0
2724,1555000.0,3.0,3.5,4360,6240,2.0,0,3,3,2960,1400,2008,0
2732,475000.0,3.0,1.75,1700,8432,1.0,0,0,3,1230,470,1977,2004
2739,555000.0,3.0,1.75,2040,6000,1.0,0,0,5,1120,920,1958,0
2744,384400.0,3.0,3.25,1689,1388,3.0,0,0,3,1689,0,2008,0
2745,646000.0,5.0,2.75,2870,4461,1.0,0,0,3,1650,1220,1976,0
2746,415000.0,3.0,1.75,1270,4800,1.0,0,0,3,1270,0,1952,2014
2749,545500.0,3.0,2.5,1560,9361,1.5,0,0,4,1360,200,1936,0
2750,450000.0,3.0,1.75,1180,4080,1.0,0,0,4,760,420,1928,0
2752,650000.0,5.0,1.75,1260,4500,1.5,0,0,3,1260,0,1926,2003
2754,343566.0,2.0,1.0,1100,4200,1.0,0,0,3,1100,0,1954,2005
2765,190000.0,1.0,1.0,720,4800,1.0,0,0,3,720,0,1914,1996
2767,1400000.0,3.0,2.0,2020,5500,1.5,0,3,3,1790,230,1937,1999
2770,175000.0,2.0,1.0,660,5000,1.0,0,0,3,660,0,1915,0
2775,175000.0,6.0,1.0,1370,5080,1.5,0,0,3,1120,250,1931,0
2780,559000.0,2.0,1.0,1240,6400,1.0,0,1,4,1060,180,1938,0
2783,240000.0,2.0,1.0,670,10920,1.0,0,0,3,670,0,1942,1999
2787,300000.0,3.0,2.5,1700,3575,2.0,0,0,3,1700,0,2000,0
2793,400000.0,3.0,1.75,1050,6150,1.5,0,0,4,950,100,1928,0
2800,825000.0,4.0,3.5,3810,9792,2.0,0,0,3,3810,0,1938,2013
2801,855000.0,4.0,2.25,2190,4080,2.0,0,0,3,1800,390,1918,0
2805,465000.0,3.0,1.75,1510,4800,1.0,0,2,3,860,650,1925,2011
2808,515000.0,3.0,3.5,1360,1419,2.0,0,0,3,1040,320,2007,0
2810,309000.0,3.0,2.25,1490,1294,2.0,0,0,3,1220,270,2010,0
2816,485000.0,2.0,2.5,1430,923,3.0,0,0,3,1410,20,2008,0
2817,482000.0,3.0,3.25,1380,1120,3.0,0,0,3,1380,0,2008,0
2819,690000.0,3.0,3.25,1540,1428,3.0,0,0,3,1540,0,2013,1923
2820,576000.0,3.0,2.5,1940,9000,1.0,0,0,4,970,970,1948,0
2821,378750.0,3.0,2.5,2160,3000,1.5,0,0,3,1260,900,1909,2011
2825,1525000.0,4.0,3.25,3620,5131,2.0,0,3,4,2350,1270,1927,0
2827,405000.0,2.0,1.0,1260,4377,1.0,0,0,4,1260,0,1947,1988
2829,703000.0,3.0,2.0,1360,5980,1.5,0,0,3,1360,0,1945,2008
2832,464000.0,3.0,1.0,1320,3625,2.0,0,0,3,1320,0,1900,2005
2833,945000.0,2.0,2.5,2540,7089,2.0,0,0,3,2540,0,2004,2003
2837,1325000.0,4.0,2.5,2440,3600,2.5,0,0,4,2440,0,1902,0
2840,799000.0,4.0,2.5,2590,7910,2.0,0,0,3,2590,0,2001,0
2841,1309500.0,4.0,4.5,4750,13912,2.0,0,2,3,3600,1150,2005,0
2845,590300.0,3.0,1.5,1470,7200,2.0,0,0,4,1470,0,1907,0
2851,506000.0,2.0,1.0,1570,8210,1.0,0,0,4,1150,420,1952,0
2853,285000.0,3.0,1.0,1210,4731,1.5,0,0,3,1210,0,1901,0
2854,311000.0,3.0,1.75,1900,3000,1.5,0,0,5,1070,830,1903,0
2856,435000.0,3.0,1.75,1310,8065,1.0,0,0,4,1310,0,1948,0
2858,1440000.0,3.0,3.5,3870,3819,2.0,0,0,3,2760,1110,2002,0
2860,756000.0,4.0,2.25,2160,5600,1.0,0,0,5,1080,1080,1947,0
2861,248000.0,4.0,2.0,2080,13510,1.0,0,0,3,1040,1040,1950,2005
2866,399888.0,4.0,2.25,1820,8255,1.5,0,0,4,1320,500,1930,0
2868,899000.0,4.0,2.25,2370,6000,1.0,0,2,3,1440,930,1959,1989
2875,436000.0,2.0,1.0,790,6600,1.0,0,0,3,790,0,1949,1998
2878,680000.0,6.0,2.0,1670,3000,1.0,0,0,5,900,770,1911,1984
2882,549000.0,4.0,1.75,1290,3060,2.0,0,0,4,1290,0,1906,1990
2884,618250.0,4.0,3.25,2520,3360,1.5,0,0,4,1550,970,1931,0
2886,850000.0,2.0,1.75,1590,5136,1.5,0,3,3,1320,270,1927,2011
2887,930000.0,5.0,2.0,3530,9385,1.5,0,0,3,3530,0,1925,2002
2891,499000.0,3.0,1.75,1840,5000,1.0,0,0,4,920,920,1910,0
2892,507000.0,3.0,2.5,2120,7201,2.0,0,0,3,2120,0,2003,0
2896,646000.0,4.0,2.5,2310,4079,2.0,0,0,3,2310,0,2008,0
2898,475000.0,3.0,2.5,950,1110,2.0,0,0,3,950,0,2003,0
2901,319950.0,2.0,1.0,920,8341,1.0,0,0,3,920,0,1939,1969
2908,543000.0,3.0,2.25,1240,949,3.0,0,0,3,1240,0,2008,0
2909,607500.0,3.0,3.25,1530,1612,3.0,0,0,3,1530,0,2006,0
2918,395000.0,3.0,1.0,1500,4000,1.0,0,0,3,900,600,1925,2002
2923,600000.0,2.0,1.0,1040,3600,1.0,0,0,4,1040,0,1919,1980
2929,450000.0,3.0,2.0,1430,3480,1.0,0,0,3,980,450,1947,2012
2931,480000.0,4.0,1.0,2080,5500,1.0,0,0,3,1040,1040,1941,1994
2932,850000.0,3.0,2.25,2870,8170,2.0,0,0,3,2250,620,1995,0
2934,380000.0,3.0,1.5,1520,4288,1.0,0,0,3,1020,500,1949,1998
2936,359950.0,3.0,2.25,1940,11612,1.0,0,0,4,1100,840,1981,0
2937,665900.0,4.0,2.25,2870,5453,2.0,0,1,4,2220,650,1926,1993
2941,547000.0,5.0,2.5,2200,4080,1.5,0,0,5,1420,780,1916,0
2943,640000.0,2.0,1.75,1760,4400,1.0,0,0,4,880,880,1930,0
2946,587206.0,3.0,3.5,1890,1710,2.0,0,0,3,1640,250,1999,0
2948,511500.0,4.0,1.0,1360,6000,1.5,0,0,3,1360,0,1917,2009
2955,412000.0,2.0,1.0,1260,3960,1.0,0,0,3,690,570,1925,2002
2956,400000.0,3.0,1.0,1430,10005,1.5,0,0,4,1430,0,1950,1983
2966,250000.0,1.0,1.0,800,16306,1.0,0,0,2,680,120,1931,0
2971,1300000.0,5.0,4.0,3366,7800,2.5,0,2,3,2966,400,1937,1999
2972,1462497.0,5.0,3.25,3840,4800,3.0,0,3,3,2750,1090,2008,0
2974,355000.0,4.0,2.5,2040,8265,2.0,0,0,3,2040,0,1996,0
2977,915000.0,3.0,3.25,2660,4000,2.0,0,0,3,2170,490,2003,0
2980,2400000.0,6.0,4.5,5480,10800,2.0,0,3,4,4430,1050,1999,0
2981,390000.0,3.0,1.0,1160,3750,1.5,0,0,3,1160,0,1910,2006
2983,482500.0,4.0,3.0,1630,7626,1.0,0,0,5,1110,520,1990,0
2984,525000.0,3.0,2.25,1750,1879,3.0,0,0,3,1750,0,2001,0
2998,725000.0,6.0,1.75,2380,4080,2.0,0,0,3,2380,0,1917,2009
2999,780000.0,3.0,2.25,2140,3000,2.0,0,0,3,2140,0,1905,2006
3000,325000.0,2.0,1.0,840,4239,1.0,0,0,3,840,0,1948,1994
3003,489000.0,4.0,2.0,2120,11479,1.0,0,0,4,1060,1060,1940,2001
3009,625000.0,3.0,2.5,2440,4800,2.0,0,0,3,2440,0,2014,0
3013,654000.0,3.0,3.25,1530,1565,2.0,0,0,3,1280,250,2005,0
3015,375000.0,2.0,1.0,1230,1820,2.0,0,0,4,830,400,1948,0
3018,849000.0,4.0,2.0,2160,6300,1.5,0,1,4,2160,0,1928,0
3020,442900.0,4.0,1.75,1780,2788,1.0,0,0,4,890,890,1943,0
3021,750000.0,3.0,1.75,2610,5544,1.5,0,0,3,1680,930,1934,1978
3023,565000.0,2.0,1.75,1330,6000,1.0,0,0,4,960,370,1914,1945
3030,802000.0,3.0,1.75,2870,5000,1.5,0,0,4,1840,1030,1907,0
3036,577000.0,3.0,2.5,2060,5750,1.0,0,0,3,1330,730,1976,0
3043,690000.0,2.0,1.0,970,4560,1.0,0,0,4,970,0,1907,0
3052,430000.0,2.0,1.5,950,4625,1.0,0,0,4,950,0,1949,1985
3054,775000.0,4.0,2.5,2300,6158,2.0,0,0,3,2300,0,1999,0
3057,449000.0,4.0,2.5,1850,5040,1.0,0,0,3,1230,620,1930,2013
3059,420000.0,3.0,2.0,1200,5029,1.0,0,0,3,880,320,1937,1999
3060,735000.0,4.0,2.25,2270,5102,1.0,0,0,5,1340,930,1954,0
3062,286000.0,3.0,2.75,1100,750,2.0,0,0,3,780,320,2008,0
3063,579000.0,3.0,2.5,1640,1269,3.0,0,0,3,1640,0,2009,0
3064,345100.0,3.0,3.75,1950,8625,1.0,0,0,3,1360,590,1959,1989
3067,649950.0,3.0,2.5,1500,1375,2.0,0,0,3,1200,300,2014,0
3068,458500.0,3.0,2.0,1890,1599,2.0,0,0,3,1430,460,2012,1912
3069,500000.0,3.0,1.0,1150,5100,2.0,0,0,3,1150,0,1911,2005
3079,345000.0,3.0,1.0,1140,4200,2.0,0,0,4,1140,0,1904,0
3082,399950.0,3.0,1.75,1560,5223,1.0,0,0,4,810,750,1940,2001
3090,360000.0,4.0,1.5,1720,6417,1.0,0,0,3,1720,0,1953,0
3093,234000.0,2.0,1.0,870,11100,1.0,0,0,3,870,0,1940,1996
3101,490000.0,3.0,2.25,1470,2500,2.0,0,0,3,1080,390,1984,0
3102,615000.0,5.0,2.0,2130,4180,1.5,0,0,5,1270,860,1926,0
3104,396500.0,3.0,1.75,2390,7149,1.0,0,0,3,1350,1040,1955,2005
3105,405000.0,2.0,1.0,860,2599,1.0,0,0,4,860,0,1901,0
3108,265000.0,3.0,1.0,1620,9450,1.5,0,0,3,1620,0,1928,1954
3111,525000.0,2.0,1.0,1080,3500,1.0,0,3,3,1080,0,1924,2011
3112,415000.0,4.0,2.5,2170,8518,1.0,0,3,3,1350,820,1955,2005
3117,1580000.0,4.0,2.5,4570,74487,2.0,0,4,5,4570,0,1948,1985
3120,450000.0,4.0,1.75,2160,4333,1.0,0,0,4,1260,900,1942,1982
3126,471001.0,3.0,1.75,1800,6000,1.0,0,0,5,900,900,1905,0
3127,385000.0,3.0,3.25,1630,1677,3.0,0,0,3,1630,0,2007,0
3129,335000.0,1.0,1.0,720,5100,1.0,0,0,3,720,0,1907,1983
3133,1220000.0,4.0,3.75,3520,3944,1.5,0,0,5,2200,1320,1913,0
3135,750000.0,3.0,2.0,1820,5000,1.5,0,0,4,1720,100,1941,1998
3140,569000.0,4.0,2.0,1730,3884,1.0,0,0,5,1060,670,1924,1956
3142,800000.0,4.0,3.0,3520,4895,1.0,0,0,3,1980,1540,1954,2005
3147,660000.0,3.0,3.25,1980,2850,3.0,0,0,3,1980,0,1987,2000
3148,685000.0,2.0,1.5,1300,1676,1.0,0,2,3,1300,0,1943,2002
3150,403500.0,3.0,1.0,1830,8004,1.0,0,0,3,1200,630,1960,2012
3151,405000.0,3.0,2.25,1520,1245,3.0,0,0,3,1520,0,2004,2003
3159,345000.0,3.0,1.5,1420,1192,2.0,0,0,3,1140,280,2008,0
3160,160797.0,3.0,1.5,1270,2356,2.0,0,0,3,1270,0,2012,1912
3161,562500.0,3.0,2.25,1300,907,2.0,0,0,3,1000,300,2006,0
3162,664950.0,5.0,3.0,3190,7081,1.0,0,2,3,1890,1300,2013,1923
3163,515000.0,5.0,3.25,2910,5027,2.0,0,0,3,2040,870,2013,1923
3166,670000.0,3.0,2.5,3310,5300,2.0,0,2,3,2440,870,2008,0
3167,362500.0,2.0,1.5,940,1768,2.0,0,0,3,940,0,2009,0
3168,402101.0,2.0,0.75,1020,1350,2.0,0,0,3,1020,0,2009,0
3169,438000.0,3.0,1.75,1520,6380,1.0,0,0,3,790,730,1948,1994
3170,687500.0,4.0,1.75,2330,5000,1.5,0,0,4,1510,820,1929,0
3174,880000.0,4.0,2.5,3030,3841,3.0,0,0,3,3030,0,2005,0
3177,819000.0,3.0,3.5,2130,6150,2.0,0,2,5,1530,600,1908,0
3183,530000.0,2.0,1.5,1580,3680,1.0,0,2,3,1280,300,1941,1994
3185,615000.0,2.0,1.0,1270,5000,1.0,0,0,3,1090,180,1949,1998
3186,660000.0,2.0,2.25,2550,6000,2.0,0,0,5,1860,690,1902,0
3198,665000.0,6.0,2.75,2840,8346,1.0,0,0,5,1420,1420,1961,0
3200,1157400.0,3.0,2.5,2740,5925,2.0,0,2,3,2740,0,1913,1992
3202,2466350.0,5.0,4.75,6390,13180,2.0,0,0,3,4560,1830,1940,1996
3203,339000.0,4.0,2.0,2470,5080,1.5,0,0,3,1970,500,1948,1988
3204,615000.0,3.0,1.75,1720,4080,1.0,0,0,4,960,760,1924,0
3206,941000.0,4.0,1.75,2320,3825,1.5,0,0,5,1820,500,1926,0
3210,485000.0,3.0,2.5,1500,5412,1.0,0,0,5,900,600,1920,0
3212,339000.0,3.0,1.0,1100,4128,1.0,0,0,4,720,380,1942,1982
3214,455000.0,2.0,1.5,1200,1259,2.0,0,0,3,1000,200,2013,1923
3218,510000.0,3.0,2.25,1420,1309,3.0,0,0,3,1420,0,2006,0
3226,230000.0,4.0,1.75,1850,6000,1.0,0,0,4,1270,580,1944,0
3228,300000.0,2.0,1.0,750,5120,1.0,0,0,4,750,0,1941,1998
3229,457500.0,3.0,2.25,1430,2003,2.0,0,0,3,980,450,1996,0
3236,343500.0,4.0,1.75,1760,6204,1.0,0,2,4,1180,580,1950,1983
3241,257500.0,2.0,2.0,1180,9265,1.0,0,0,3,1180,0,1940,1996
3242,317000.0,5.0,2.5,2360,11375,1.0,0,0,4,1180,1180,1962,0
3243,970000.0,3.0,2.25,3060,9950,1.5,0,2,4,1810,1250,1930,0
3245,683500.0,3.0,1.5,1820,5756,1.5,0,0,3,1640,180,1946,0
3247,355000.0,2.0,2.25,930,747,2.0,0,0,3,630,300,2007,0
3251,395000.0,4.0,1.75,1540,5120,1.0,0,0,5,770,770,1943,0
3253,218000.0,3.0,1.0,880,18205,1.0,0,0,4,880,0,1945,0
3257,350000.0,2.0,1.0,740,7680,1.0,0,0,4,740,0,1922,0
3259,845000.0,3.0,2.0,2540,4750,1.5,0,0,5,1840,700,1930,0
3261,850000.0,4.0,3.0,3330,4000,1.0,0,0,3,1790,1540,1958,2004
3262,329950.0,2.0,1.0,900,5220,1.0,0,0,4,900,0,1956,0
3263,425000.0,4.0,1.5,1600,6180,1.5,0,0,3,1600,0,1946,0
3264,210000.0,2.0,1.0,970,5500,1.0,0,0,3,970,0,1956,2001
3265,631500.0,2.0,1.0,1130,2640,1.0,0,0,4,1130,0,1927,0
3266,295000.0,2.0,1.0,650,5400,1.0,0,0,3,650,0,1950,2005
3267,575000.0,3.0,2.25,2400,5000,1.5,0,0,4,1440,960,1926,1993
3271,329445.0,2.0,1.5,830,1119,2.0,0,0,3,830,0,2005,0
3273,395000.0,3.0,2.5,1600,1936,2.0,0,0,3,1600,0,2007,0
3275,890000.0,4.0,1.0,2550,4000,2.0,0,0,3,2370,180,1905,2010
3287,352000.0,4.0,1.0,1530,8890,1.0,0,0,3,980,550,1925,2002
3289,800000.0,2.0,1.0,1740,5719,1.0,0,0,3,1740,0,1955,2005
3295,381500.0,2.0,1.0,900,2910,1.0,0,0,5,900,0,1924,1956
3296,562100.0,2.0,0.75,1440,3700,1.0,0,0,3,1200,240,1914,1996
3298,308000.0,3.0,1.0,1640,18144,1.5,0,0,3,1640,0,1942,1999
3302,750000.0,3.0,1.5,1840,5000,1.5,0,0,5,1340,500,1915,0
3309,657000.0,4.0,2.5,2180,3375,1.5,0,0,4,1420,760,1926,1993
3312,575000.0,3.0,2.25,1700,3333,1.5,0,0,3,1100,600,1924,2011
3314,690500.0,5.0,2.0,2000,4211,1.5,0,2,4,1280,720,1908,0
3316,500000.0,3.0,1.5,1190,4750,1.0,0,0,3,970,220,1940,1996
3320,870000.0,4.0,2.75,2840,4000,1.5,0,0,5,1960,880,1912,0
3322,275000.0,2.0,1.0,770,4840,1.0,0,0,4,770,0,1927,0
3323,645000.0,3.0,2.75,1850,16960,1.0,0,2,4,1850,0,1953,1983
3325,315000.0,4.0,2.0,1780,5336,1.5,0,0,5,930,850,1918,0
3326,190000.0,1.0,0.75,930,29258,1.0,0,0,3,930,0,1941,1994
3330,310000.0,2.0,1.0,870,5400,1.0,0,0,3,870,0,1950,2007
3331,265950.0,3.0,1.5,1150,8450,1.0,0,0,4,1150,0,1951,1999
3332,860000.0,5.0,3.25,4500,9648,2.0,0,4,4,3000,1500,1968,0
3334,402000.0,4.0,2.25,2000,3672,2.0,0,0,5,1650,350,1926,0
3335,305000.0,6.0,2.0,1900,8240,1.0,0,0,2,1200,700,1964,0
3337,1355000.0,3.0,1.5,2680,4775,2.0,0,2,5,1880,800,1913,0
3343,650000.0,4.0,2.75,1910,16532,1.0,0,0,4,1420,490,1940,2001
3350,270000.0,2.0,1.0,2060,8398,1.0,0,0,3,1260,800,1962,2003
3351,435000.0,2.0,1.0,1060,3036,1.5,0,0,4,1060,0,1943,0
3356,594000.0,3.0,2.25,1270,1406,2.0,0,0,3,1060,210,2014,0
3360,450000.0,4.0,2.75,2310,5650,1.0,0,2,3,1330,980,1952,2012
3363,760000.0,4.0,2.5,2760,6000,2.0,0,0,5,2230,530,1942,0
3364,346500.0,2.0,1.75,1610,6300,1.0,0,0,3,1010,600,1941,1994
3368,1330000.0,3.0,1.5,1940,2885,1.5,0,2,3,1940,0,1900,2005
3369,640000.0,3.0,1.75,1620,6000,1.0,0,0,5,1040,580,1947,0
3372,957000.0,5.0,3.25,3160,5000,2.0,0,2,3,2180,980,2005,0
3374,680000.0,4.0,1.5,1880,6200,1.0,0,2,5,1440,440,1954,0
3378,450000.0,2.0,1.0,1380,4390,1.0,0,0,4,880,500,1931,0
3379,595888.0,3.0,1.75,1870,9000,1.0,0,0,5,1870,0,1958,0
3383,346500.0,3.0,1.0,1150,11802,1.0,0,0,4,1150,0,1932,1958
3386,519000.0,4.0,2.5,1950,2617,1.5,0,0,4,1250,700,1910,0
3390,395000.0,2.0,2.25,1350,1493,2.0,0,0,3,1050,300,2007,0
3391,364000.0,3.0,2.5,1800,2790,2.0,0,0,3,1800,0,2011,0
3393,328423.0,3.0,2.5,1730,3600,2.0,0,0,3,1730,0,2014,0
3395,425000.0,3.0,2.5,2320,2267,3.0,0,0,3,2320,0,2009,0
3398,563500.0,3.0,2.5,1400,1312,3.5,0,0,3,1400,0,2007,0
3399,975000.0,5.0,3.0,2620,5477,2.0,0,0,3,2620,0,2009,0
3400,937000.0,3.0,1.75,2450,2691,2.0,0,0,3,1750,700,1915,0
3401,518500.0,3.0,3.5,1590,1102,3.0,0,0,3,1590,0,2010,0
3414,415000.0,3.0,1.0,1170,6700,1.0,0,0,3,1170,0,1957,2000
3417,357250.0,3.0,1.5,1400,8840,1.0,0,0,4,1400,0,1952,0
3419,725000.0,6.0,3.0,3110,5000,1.5,0,0,5,1810,1300,1921,0
3420,670000.0,3.0,1.5,1490,4400,1.5,0,0,4,1490,0,1906,1990
3421,440000.0,4.0,1.5,1770,5750,2.0,0,0,3,1770,0,1947,2012
3423,320000.0,2.0,1.0,950,5316,1.0,0,2,3,950,0,1948,1994
3427,690000.0,5.0,3.5,2720,7598,2.0,0,0,3,1860,860,1993,0
3434,805000.0,3.0,2.75,2600,5875,1.5,0,2,5,1600,1000,1929,0
3441,446000.0,2.0,1.5,1370,1221,2.0,0,0,3,1080,290,2008,0
3444,402000.0,2.0,1.0,620,2475,1.0,0,0,5,620,0,1911,1984
3453,270000.0,4.0,2.25,2600,9900,1.0,0,0,3,1600,1000,1965,1993
3454,755000.0,4.0,2.75,2880,4000,1.5,0,0,3,2100,780,1912,2000
3458,1145000.0,3.0,2.5,2490,4000,2.0,0,0,5,1670,820,1918,0
3460,1250000.0,3.0,3.0,3760,8500,2.5,0,3,4,3060,700,1910,0
3464,450000.0,2.0,1.75,840,3340,1.0,0,0,3,700,140,1912,1994
3468,339000.0,2.0,1.0,950,7954,1.0,0,0,4,950,0,1941,1998
3469,1340000.0,4.0,3.5,3190,5040,2.0,0,3,3,2160,1030,2003,0
3471,815000.0,4.0,2.75,2620,4743,1.0,0,2,4,1310,1310,1949,1985
3473,638000.0,3.0,2.0,1660,3729,1.0,0,0,5,970,690,1922,1956
3478,750000.0,4.0,2.75,1750,5080,1.5,0,0,3,1750,0,1903,2005
3479,626000.0,3.0,1.75,2430,5000,2.0,0,0,4,1760,670,1945,0
3486,440000.0,3.0,1.5,2120,6290,1.0,0,0,4,1220,900,1949,1985
3495,900000.0,4.0,3.5,3370,5000,2.0,0,2,3,2470,900,2008,0
3496,1990000.0,5.0,3.0,4480,5000,2.5,0,0,5,3420,1060,1902,0
3499,1387800.0,3.0,3.0,2480,5500,2.0,0,3,3,1730,750,1950,2005
3503,471000.0,2.0,1.75,1240,6417,1.0,0,0,5,1240,0,1924,1956
3510,663000.0,3.0,2.0,1480,3876,1.0,0,0,5,860,620,1928,1970
3514,240000.0,4.0,1.0,1200,2171,1.5,0,0,3,1200,0,1933,0
3520,390000.0,3.0,3.25,1370,913,2.0,0,0,3,1100,270,2006,0
3523,665000.0,2.0,1.0,1110,3200,1.0,0,0,3,1110,0,1925,2002
3527,672500.0,3.0,2.25,2400,5300,1.5,0,0,4,1250,1150,1939,1989
3531,417000.0,4.0,2.25,2300,7700,1.0,0,0,3,1380,920,1959,1989
3533,700000.0,3.0,2.5,1660,1545,2.0,0,2,3,1400,260,2002,0
3537,561500.0,3.0,1.75,1960,6380,1.0,0,0,4,980,980,1939,1989
3540,447000.0,2.0,1.0,1320,8380,1.0,0,0,3,1320,0,1953,0
3542,212700.0,2.0,1.0,940,5040,1.0,0,0,3,940,0,1926,2003
3543,260000.0,2.0,1.0,700,4800,1.0,0,0,3,700,0,1922,2008
3556,430000.0,2.0,1.0,1050,2570,1.0,0,0,5,850,200,1927,0
3560,221000.0,3.0,1.0,910,8789,1.0,0,0,3,910,0,1966,1963
3567,500000.0,4.0,1.0,1440,7100,1.5,0,0,3,1440,0,1906,2014
3568,191000.0,2.0,1.0,900,3400,1.0,0,0,5,900,0,1905,0
3569,315000.0,6.0,4.0,3120,4240,2.0,0,2,4,2090,1030,1993,0
3570,415000.0,3.0,2.5,1060,1536,2.0,0,0,3,1060,0,2000,0
3573,523460.0,5.0,1.75,1890,5000,1.5,0,0,3,1090,800,1906,2014
3578,710000.0,2.0,1.5,1640,4080,1.5,0,0,5,1540,100,1916,0
3579,1020000.0,3.0,2.25,1670,4800,1.5,0,3,3,1670,0,1903,2005
3581,480000.0,2.0,1.0,1500,3420,1.0,0,0,3,1500,0,1902,0
3586,397000.0,5.0,1.0,1170,6757,1.0,0,0,4,800,370,1944,0
3587,718500.0,3.0,1.5,1200,6240,1.0,0,0,3,1030,170,1952,2008
3588,195000.0,2.0,1.0,1020,8100,1.0,0,0,3,1020,0,1940,1996
3590,295000.0,1.0,1.0,700,2500,1.0,0,0,4,700,0,1907,0
3595,504200.0,2.0,1.5,1200,1687,3.0,0,0,3,1200,0,2008,0
3597,589500.0,3.0,3.25,2310,3075,2.0,0,0,3,1730,580,2005,0
3599,735000.0,3.0,2.25,1490,1212,2.0,0,0,3,1040,450,2011,0
3605,235000.0,1.0,1.5,1170,1456,2.0,0,0,3,1070,100,2007,0
3607,229800.0,2.0,1.75,1110,1773,2.0,0,0,3,1110,0,2014,0
3608,516500.0,1.0,1.25,1100,638,3.0,0,0,3,1100,0,2014,0
3609,1600000.0,3.0,4.25,2820,7200,2.0,0,0,4,2460,360,1930,0
3613,470000.0,3.0,1.5,1500,5000,1.5,0,0,4,1140,360,1927,0
3615,650000.0,2.0,1.0,1050,2542,1.0,0,0,3,880,170,1904,0
3616,585000.0,5.0,2.5,2670,16777,1.5,0,0,4,1620,1050,1920,0
3619,475000.0,3.0,2.5,1700,9100,1.0,0,0,3,1160,540,1998,2006
3621,397000.0,3.0,3.5,1360,1275,2.0,0,0,3,1240,120,2007,0
3623,325000.0,5.0,2.75,2130,6222,1.0,0,0,3,1300,830,1991,0
3629,1200000.0,4.0,2.0,2120,3360,2.0,0,0,3,2120,0,1905,2010
3633,410000.0,1.0,1.5,1010,5750,1.0,0,0,3,1010,0,1911,1948
3634,1165000.0,3.0,3.0,3790,5001,2.0,0,0,3,2810,980,1989,0
